CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
Fintso,Fintech,,2600000.0,,Wealth management platform,2020,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2020.0
Khatabook,Fintech,,,Bangalore,It helps SMEs to maintain their accounts and ledger online.,2020,Ravish Naresh,Mahendra Singh Dhoni,
Smart Coin,Fintech,Series A,7000000.0,,Consumer lending startup,2020,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,2015.0
ZunRoof,Cleantech,Series A,3000000.0,Gurugram,"It specialises in solar rooftop design, installation, and management using technology",2020,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,2016.0
Shop101,Social e-commerce,Series C,3900000.0,,Enables entrepreneurs to sell online,2020,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",2015.0
OM Bhakti,FMCG,Seed Round,,Bangalore,A puja cotton-wicks manufacturing startup,2020,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,
Lal10,B2B,,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,2020,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,2016.0
Anaxee Digital Runner,Tech,,,Indore,A tech-enabled ID verification and data collection startup,2020,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,2016.0
CollegeKhabri,Edtech,,,Bhopal,Platform is an end-to-end college and career counselling platform for students,2020,Arshi Khan,Vishal Dixit,2019.0
Ola Electric,eMobility,,1000000.0,Bangalore,Electric vehicle,2020,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,
Multi Living,Real Estate,,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020,Pankaj Singh,Lodha Ventures,
FamPay,Fintech,Seed Round,4700000.0,Bangalore,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020,Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",
UnboxRobotics Labs,Automation tech,Seed Round,500000.0,Bangalore,Automated flexible parcel sorting solutions for logistics providers,2020,Pramod Ghadge,"Arali Ventures, CIIE.CO",
Karbon Card,Fintech,Seed Round,2000000.0,Bangalore,Specialisde corporate cards for startups,2020,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",
Airmeet,Media & Networking,,3000000.0,Bangalore,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",2020,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,
Innerchef,Foodtech,,1000000.0,Gurgaon,Cloud kitchen platform,2020,Rajesh,Mistletoe,
Epigamia,FMCG,Series C,,Mumbai,Flavoured and greek yoghurt brand,2020,Rohan Mirchandani,KA Enterprise,2015.0
StyleNook,Ecommerce,,,Mumbai,Marketplace for fashionable apparel,2020,Lathika Pai,"Lead Angels Network, Stanford Angels",
Callido Learning,Edtech,,,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills,2020,Sriram Subramanian,Education Catalyst Fund,
Soxytoes,Ecommerce,,,Delhi,Online store to buy various types of socks including funky and colorful socks,2020,"Vidushi Kajaria, Aayush Goenka",Angel network,
F5,E-market,Seed Round,,Delhi,Retail Aggregator,2020,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,2018.0
Paper Boat,Food & Beverages,,4049500.0,Bangalore,Ecommerce platform for beverages and snacks,2020,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",2013.0
Strata,Proptech,Seed Round,1500000.0,Bangalore,Real estate investment platform,2020,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",2019.0
Salesken,AI & Data science,Series A,8000000.0,Bangalore,Provides sales professionals with intelligence on various aspects of the sales pitch,2020,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,
Arya,Agritech,Series B,6000000.0,Noida,Provides post-harvest services across the agricultural value chain,2020,Prasanna Rao,LGT Lightstone Aspada,
Leap Finance,Fintech,,5500000.0,Bangalore,Provides education loans to students based on the student’s future income,2020,"Vaibhav Singh, Arnav Kumar",Sequoia India,
Sleepy Owl,Beverages,,,Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs.",2020,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,2016.0
Tricog,Healthtech,Series B,10500000.0,Bangalore,Provides virtual cardiology services through its AI-powered healthcare platforms,2020,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",2015.0
GogoBus,Travel tech,,,Delhi,Inter-City Mobility Startup,2020,Amit Gupta,Ixigo,
Trell,Social e-commerce,Pre series A,4000000.0,Bangalore,Allows users to share their travel experiences,2020,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",2016.0
Spaciya Consultants,Real Estate,Pre series A,500000.0,Noida,Real estate consultancy firms,2020,Ajit Panda,Alok Garg,
Bounce,Automotive and Rentals,,6500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,2014.0
Neeman,Ecommerce,Pre series A,1000000.0,,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,2017.0
Chqbook,Fintech,Series A,5000000.0,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,2017.0
SMEcorner,Fintech,Series B,30000000.0,Mumbai,Financial lending firm to SMEs,2020,"Bhatia, Sneha Shah",Paragon Partners,2014.0
Oda Class,Edtech,Pre series A,,Bangalore,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",2020,"Li Yong, Shushant Srivastava",Yuanfudao,
Spinny,E-tail,Series B,43700000.0,Haryana,Used car retailing platform,2020,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",2015.0
goStops,Accomodation,,,Delhi,A premium chain of youth hostels catering to the millennials,2020,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,2012.0
Umeed Housing,Fintech,Series D,23000000.0,Haryana,Housing finance company,2020,Ashutosh Sharma,Morgan Stanley Private Equity Asia,
Vogo,Automotive,Series C,20000000.0,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,2016.0
Flick Stree,AI & Media,Series A,3000000.0,Mumbai,Artificial intelligence-based video publishing network,2020,Saurabh Singh,Samsung Venture Investment,
Qure ai,Healthtech,,16000000.0,Mumbai,Provides interpretations of radiology scans,2020,"Prashant Warier, Pooja Rao",Sequoia India,2016.0
MinionLabs,Machine Learning,,,Bangalore,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,2020,Gokul Shrinivas,Indian Angel Network,
Josh Talks,Media,Pre series A,1500000.0,Haryana,Community of young individuals providing a platform to showcase their stories,2020,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,2015.0
PhoneParLoan,Fintech,,,Delhi,Provides easy loans,2020,Ringaile Noq,Accelerator MOX,2015.0
RailYatri,Travel,,13800000.0,Noida,A complete Indian railways app,2020,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",2011.0
AjnaLens,Deeptech,Pre series A,1500000.0,Thane,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",2020,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",2014.0
Pepper,Content Marktplace,Seed funding,306900.0,Mumbai,End to end content creation platform,2020,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",2017.0
Rupeek,Fintech,,30000000.0,Bangalore,An asset backed online lending platform,2020,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",2015.0
iMerit,IT,Series B,20000000.0,Kolkata,Turns information into data that is usable for machine learning processes,2020,Radha Basu,CDC Group Plc,2012.0
BharatPe,Fintech,Series C,75000000.0,Delhi,Digital payments platform,2020,Ashneer Grover,Ribbit Capital,2018.0
Invideo,Visual Media,,2500000.0,,Video production and editing platform,2020,Sanket Shah,Sequoia Capital’s Surge,
AvalonMeta,Edtech,,420000.0,,It combines higher education and competitive gaming,2020,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,2017.0
Near Store,Ecommerce,Seed Round,300000.0,Mumbai,Enables a shop to create an online presence,2020,,Sauce.vc,
ElecTorq,Automobile,,,Delhi,Electric vehicle startup,2020,Anubhav Sharma,AdvantEdge,
Prayaan Capital,Fintech,Seed Round,1200000.0,Chennai,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",2020,"Madhan Mohan , Akash Chelvam",Accion Venture Lab,
Sanfe,Hygiene,Pre series A,1100000.0,Delhi,Women health care and wellness product,2020,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",
Go Desi,Foodtech,Seed Round,627300.0,Delhi,Provides traditional delicacies,2020,Vinay Kothari,Rukam Capital,2018.0
Swiggy,Foodtech,Series A,113000000.0,Bangalore,Platform to order food online from restaurants and getting it delievered,2020,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,2014.0
Whatfix,SaaS,Series C,32000000.0,Banglore,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",2020,"Khadim Batti, Vara Kumar",Sequoia Capital India,2014.0
Unacademy,Edtech,Series E,110000000.0,Bangalore,Platform that offers online education in India,2020,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",2010.0
Zvesta,Proptech,,5500000.0,Gurugram,An online platform where users can search and buy properties listed by developers and brokers,2020,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,2015.0
Dunzo,Logistics,,11000000.0,Bangalore,India-based hyperlocal delivery startup,2020,Kabeer Biswas,Alteria Capital,2014.0
Digit Insurance,Insurtech,,340000.0,Bangalore,General Insurance Company,2020,Kamesh Goyal,"Virat Kohli, Anushka Sharma",
Yolo,Transport,Seed funding,600000.0,Gurugram,Intercity transportation,2020,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,2019.0
SmartVizX,VR & SaaS,Pre series A,1397000.0,,It developed India’s first VR-based design communication and collaboration product Trezi,2020,"Tithi Tewari, Gautam Tewari",Rockstud Capital,2015.0
MaxWholesale,Ecommerce,Series A,3000000.0,Delhi,B2B ecommerce platform for kirana stores,2020,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",2016.0
Carbon Clean,Cleantech,,16000000.0,,Develops affordable carbon capture technology,2020,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",2009.0
Onsitego,Sales & Services,Series B,19000000.0,,It offers post-purchase services through a network of brand authorised service centres throughout the country,2020,Mahipal,Zodius Growth Fund,
Genius Corner,Edtech,,250000.0,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,2020,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",2014.0
PlanetSpark,Edtech,,448500.0,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,2020,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",2016.0
CamCom,AI & Deep learning,,,Bangalore,AI automation platform for enterprise quality control,2020,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",2017.0
Simsim,Social Commerce,Series B,8000000.0,Bangalore,It enables community opinion influencers to sell products to thousands of micro-communities in India,2020,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",
Shuttl,Transport,Series C,7975700.0,Delhi,App based bus aggregator serice,2020,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,2015.0
HooLiv,Housing & Rentals,,,Delhi,Student Co-living startup,2020,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,
ClassMonitor,Edtech,,,Indore,The learning platform that blends curriculum-based activities for children,2020,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,
Friyey,Co-working,,,Pune,Co working space startup,2020,Yogesh Thore,Tarun Bhalla,
Oga,Fitness,,330000.0,Bangalore,Provides interactive fitness experience to people across the world,2020,Ashish Rawat,Inflection Point Ventures,
Big Basket,Estore,,3500000.0,Bangalore,Online grocery store,2020,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,
CYFIRMA,SaaS,Series A,,Bangalore,Offer cybersecurity services,2020,Ritesh Kumar,Z3 Partners,
Innoviti,,,5000000.0,Bangalore,Digital payments solutions company,2020,Rajeev Agrawal,FMO,
Paytm money,Fintech,,5600000.0,Bangalore,Wealth Management,2020,Vijay Shekhar Sharma,One97 Communications,2010.0
Vedantu,Edtech,Series C,24000000.0,Bangalore,Onine learning platform,2020,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital,
Yap,Fintech,,1402000.0,Chennai,Banking and payment products-focused API platform,2020,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",
Clover,Agritech,Series A,5500000.0,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",
Nova Credit,Fintech,Series B,50000000.0,,Cross-border consumer credit startup,2020,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",
CodingNinjas,Edtech,Series A,5200000.0,Delhi,Online learning platform,2020,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,2016.0
Furlenco,Ecommerce,Series C,2200000.0,Bangalore,Furniture rental startup,2020,Ajith Mohan Karimpana,Chowdry Associates,2011.0
Brick&Bolt,,Pre series A,1500000.0,Bangalore,Operates in the residential construction space,2020,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,2018.0
HempStreet,Healthtech,Pre series A,1000000.0,,Manufacturer of ayurvedic medicines based on cannabis,2020,Abhishek Mohan,Pharmacon Holdings,2019.0
MoEngage,Marketing,Series C,25000000.0,Bangalore,Customer analytics and cross-channel engagement platform,2020,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,
Classplus,Edtech,Pre series A,2500000.0,,It allows coaching centres to take their brick-and-mortar setup online,2020,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2018.0
Chaayos,Beverages,,21500000.0,,Provides customised range of tea,2020,"Nitin Saluja, Raghav Verma",Think Investment,2012.0
PetPooja,SaaS,,2000000.0,Ahmedabad,Restaurant management software provider,2020,Apurv Patel,Udaan,2011.0
Altor,Tech,,,,Makes helmets that are IoT and AI enabled,2020,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,
Pepperfry,E-market,Series F,40000000.0,Mumbai,Online home furniture marketplace,2020,"Ambareesh Murty, Ashish Shah",Pidilite Industries,2013.0
FirstCry,E-market,Series E,296000000.0,Pune,Baby products marketplace,2020,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,2010.0
Byju,Edtech,,200000000.0,,Provides online learning classes,2020,Byju Raveendran,General Atlantic,2011.0
Waycool,Agritech,Series C,32000000.0,Chennai,Food development and distribution services,2020,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,2015.0
WorkIndia,HR tech,,6000000.0,,An online and mobile-based platform that connects companies with blue collar employees.,2020,Kunal Patil,Xiaomi,
Qyuki,Media,,3500000.0,Mumbai,Multi-channel broadcast network,2020,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,
Leap India,Agritech,Series B,30000000.0,Coimbatore,Agricultural warehousing and logistics company,2020,Narain Karthikeyan.,Neev Fund,
Picxy,Media,,250000.0,Hyderabad,Stock photo industry,2020,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",
Krimanshi,Agritech,,20000.0,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2020,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,
NEETprep,Edtech,,,Delhi,Provides crash course for NEET preparation,2020,Kapil Gupta,IndiaQuotient,
Dot Pvt. Ltd,Fintech,Seed Round,8000000.0,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,2020,Shailaz Nag,"PayU, Fosun RZ Capital",
Kuku FM,Media,Series A,5500000.0,Mumbai,A podcast platform,2020,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,
SuperMoney,Fintech,Pre series A,1000000.0,Mumbai,Provides financial tools for effective business making,2020,Nikhil Banerjee,Unitus Ventures.,2018.0
Rebel Foods,Food tech,,4900000.0,,It runs internet kitchen,2020,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,
AlphaVector,E tailor,,,Bangalore,It sells modern age bicycles named FROG,2020,Sachin Chopra,"Avaana Capital, Titan Capital",2015.0
